season,depth_thresholds_m,weighting_scenario,exposure_class,natura_area_m2,number_of_grid_cells,mean_traffic,mean_depth_m,mean_natura_share,total_natura_area_m2,natura_area_percent
winter,10/50,70_30,Critical,9531.268141227774,1,340.1856384277344,6,0.9998574752129298,10359878720.00407,9.200173475799174e-5
summer,10/50,70_30,No exposure,3715068.318421891,128111,0.8792645850932573,272.0513714213496,2.9978615772429816e-4,10359878720.00407,0.03586015260244698
summer,10/50,70_30,Low,7809150948.390463,11291,1.7551549726789666,58.018914105971724,0.746925866150332,10359878720.00407,75.37878733379029
summer,10/50,70_30,Moderate,2400350792.9604745,3732,4.402342921485075,11.187632613156152,0.9751061896856729,10359878720.00407,23.169680435791157
summer,10/50,70_30,High,142972405.6199425,307,114.96762276112655,11.472621606845731,0.9746444518927022,10359878720.00407,1.3800586810333464
summer,10/50,70_30,Critical,3689504.714769605,13,578.4600612495988,8.792357618136258,0.9861782007074612,10359878720.00407,0.03561339678277774
winter,20/50,30_70,No exposure,113451534.64298502,128434,0.3528368828472003,271.8733655234587,0.0024489056811785926,10359878720.00407,1.0951048531477445
winter,20/50,30_70,Low,5501290469.1310215,8191,0.3006626345354625,69.57758745489907,0.702872520707007,10359878720.00407,53.10188099507849
winter,20/50,30_70,Moderate,1420205577.4881952,2006,7.117241193554532,25.50817905234832,0.8118498946340852,10359878720.00407,13.708708527117171
winter,20/50,30_70,High,3307650982.97145,4781,0.29778737983771725,12.749416400578388,0.9791955343164226,10359878720.00407,31.92750680164478
winter,20/50,30_70,Critical,17280155.77041904,42,66.64756470284465,6.223711404940874,0.9814765436292013,10359878720.00407,0.1667988230118224
summer,20/50,30_70,No exposure,3715068.318421891,128111,0.8792645850932573,272.0513714213496,2.9978615772429816e-4,10359878720.00407,0.03586015260244698
summer,20/50,30_70,Low,5543935525.3639765,8419,2.4686267103178343,70.22778508489907,0.7077106159057858,10359878720.00407,53.51351763084924
summer,20/50,30_70,Moderate,1389720153.8391454,1967,8.049689114409894,25.93593197454583,0.8046341863033636,10359878720.00407,13.414444236260321
summer,20/50,30_70,High,3047972273.2074313,4267,2.6922227327865786,13.198043736623356,0.9748819206720921,10359878720.00407,29.420926205651888
summer,20/50,30_70,Critical,374535699.2750957,690,44.561720418736854,11.88280814812396,0.9911886125699163,10359878720.00407,3.615251774636108
winter,20/50,50_50,No exposure,113451534.64298502,128434,0.3528368828472003,271.8733655234587,0.0024489056811785926,10359878720.00407,1.0951048531477445
winter,20/50,50_50,Low,5958784139.41088,8908,0.27010376231037386,66.02264404205803,0.7045547288294398,10359878720.00407,57.51789475976162
winter,20/50,50_50,Moderate,2471010329.865717,3451,4.22603197840533,19.729931581067643,0.9203667409883082,10359878720.00407,23.851730282270584
winter,20/50,50_50,High,1813885291.214507,2652,0.8286108561721038,9.537795900104873,0.9982846658679062,10359878720.00407,17.50875024928665
winter,20/50,50_50,Critical,2747424.869982185,9,215.44688142551215,4.925921589031001,0.9717209668137263,10359878720.00407,0.026519855533415987
summer,20/50,50_50,No exposure,3715068.318421891,128111,0.8792645850932573,272.0513714213496,2.9978615772429816e-4,10359878720.00407,0.03586015260244698
summer,20/50,50_50,Low,5882957338.850092,8964,2.1563740943895673,67.3958211876602,0.7067132951767332,10359878720.00407,56.78596726707415
summer,20/50,50_50,Moderate,2153663734.999356,2869,6.434824781991705,22.142365482083257,0.8950506963582547,10359878720.00407,20.788503352271963
summer,20/50,50_50,High,2294385491.426998,3449,6.933681323938264,10.79017827361356,0.9921677884197521,10359878720.00407,22.146837365931027
summer,20/50,50_50,Critical,25157086.409203324,61,289.40675407234085,9.765164263476198,0.9804473749965864,10359878720.00407,0.242831862120423
winter,20/50,70_30,No exposure,113451534.64298502,128434,0.3528368828472003,271.8733655234587,0.0024489056811785926,10359878720.00407,1.0951048531477445
winter,20/50,70_30,Low,7372561432.106631,10767,0.2221788415617132,58.56703681891826,0.7344599904772681,10359878720.00407,71.16455347948065
winter,20/50,70_30,Moderate,2860203158.174378,4216,0.49163247687877865,11.612248921706485,0.9879109919864036,10359878720.00407,27.608461792622744
winter,20/50,70_30,High,13653063.81193601,36,449.4858158159281,12.592585870735249,0.9608959163243204,10359878720.00407,0.13178787301412198
winter,20/50,70_30,Critical,9531.268141227774,1,340.1856384277344,6,0.9998574752129298,10359878720.00407,9.200173475799174e-5
summer,20/50,70_30,No exposure,3715068.318421891,128111,0.8792645850932573,272.0513714213496,2.9978615772429816e-4,10359878720.00407,0.03586015260244698
summer,20/50,70_30,Low,6965119859.5976095,10359,1.8377816713394761,61.26456951136713,0.7264206900840163,10359878720.00407,67.23167372749778
summer,20/50,70_30,Moderate,3195993355.6458063,4585,3.3971982779934993,13.535714951206552,0.9747708790423243,10359878720.00407,30.849717858903183
summer,20/50,70_30,High,190252758.67366502,384,93.77014784193722,12.750184186060537,0.9779961219443238,10359878720.00407,1.8364380878928885
summer,20/50,70_30,Critical,4797677.768568631,15,554.4678793100416,9.593376602384756,0.9870332089721968,10359878720.00407,0.046310173103713194
winter,20/60,30_70,No exposure,104305783.65235786,128421,0.3528726262506431,271.89536975709484,0.002373325551476366,10359878720.00407,1.0068243699702006
winter,20/60,30_70,Low,5161103634.996594,7814,0.31275390775268086,71.0006514688941,0.6906211940359244,10359878720.00407,49.81818585415415
